genome_id	genome_name	taxon_id
592010.4	Abiotrophia defectiva ATCC 49176	592010
509191.4	Acetivibrio cellulolyticus CD2	509191
1068975.5	Acetobacterium dehalogenans DSM 11527	1068975
931626.3	Acetobacterium woodii DSM 1030	931626
1009370.3	Acetonema longum DSM 6540	1009370
1278311.3	Acholeplasma axanthum ATCC 25176	1278311
1120921.3	Acidaminococcus intestini DSM 21505	1120921
1154764.4	Acidovorax citrulli ZJU1106	1154764
470.763	Acinetobacter baumannii	470
470.571	Acinetobacter baumannii 1	470
470.605	Acinetobacter baumannii 1	470
1310638.3	Acinetobacter baumannii 1437282	1310638
470.593	Acinetobacter baumannii 1999BJAB11	470
470.576	Acinetobacter baumannii 2003BJAB12	470
470.575	Acinetobacter baumannii 2004BJAB10	470
470.577	Acinetobacter baumannii 2004BJAB13	470
470.578	Acinetobacter baumannii 2004BJAB14	470
470.588	Acinetobacter baumannii 2004ZJAB5	470
470.589	Acinetobacter baumannii 2004ZJAB6	470
470.580	Acinetobacter baumannii 2005JSAB1	470
470.586	Acinetobacter baumannii 2005LNAB4	470
470.558	Acinetobacter baumannii 2011BJAB1	470
470.559	Acinetobacter baumannii 2011BJAB2	470
470.572	Acinetobacter baumannii 2011BJAB3	470
470.573	Acinetobacter baumannii 2011BJAB4	470
470.590	Acinetobacter baumannii 2011BJAB5	470
470.604	Acinetobacter baumannii 2011BJAB6	470
470.574	Acinetobacter baumannii 2011BJAB7	470
470.591	Acinetobacter baumannii 2011BJAB8	470
470.592	Acinetobacter baumannii 2011BJAB9	470
470.594	Acinetobacter baumannii 2011GDAB1	470
470.595	Acinetobacter baumannii 2011GDAB2	470
470.579	Acinetobacter baumannii 2011GDAB3	470
470.596	Acinetobacter baumannii 2011GDAB4	470
470.597	Acinetobacter baumannii 2011HNAB1	470
470.585	Acinetobacter baumannii 2011LNAB1	470
470.599	Acinetobacter baumannii 2011LNAB2	470
470.600	Acinetobacter baumannii 2011LNAB3	470
470.582	Acinetobacter baumannii 2011SDAB1	470
470.583	Acinetobacter baumannii 2011SDAB2	470
470.584	Acinetobacter baumannii 2011SDAB3	470
470.581	Acinetobacter baumannii 2011SHAB1	470
470.598	Acinetobacter baumannii 2011TJAB1	470
470.587	Acinetobacter baumannii 2011ZJAB1	470
470.601	Acinetobacter baumannii 2011ZJAB2	470
470.602	Acinetobacter baumannii 2011ZJAB3	470
470.603	Acinetobacter baumannii 2011ZJAB4	470
470.554	Acinetobacter baumannii 269	470
1310794.3	Acinetobacter baumannii 303002	1310794
470.555	Acinetobacter baumannii 341	470
470.773	Acinetobacter baumannii 6200	470
470.772	Acinetobacter baumannii 6411	470
470.570	Acinetobacter baumannii 6870155	470
470.775	Acinetobacter baumannii A1	470
470.556	Acinetobacter baumannii A144	470
470.553	Acinetobacter baumannii A33405	470
470.623	Acinetobacter baumannii ABUH16665	470
470.616	Acinetobacter baumannii ABUH222345	470
470.619	Acinetobacter baumannii ABUH222351	470
470.618	Acinetobacter baumannii ABUH304350	470
470.620	Acinetobacter baumannii ABUH304352	470
470.609	Acinetobacter baumannii ABUH319118	470
470.622	Acinetobacter baumannii ABUH404571	470
470.607	Acinetobacter baumannii ABUH42783	470
470.610	Acinetobacter baumannii ABUH433132	470
470.617	Acinetobacter baumannii ABUH463346	470
470.606	Acinetobacter baumannii ABUH4837	470
470.611	Acinetobacter baumannii ABUH497144	470
470.612	Acinetobacter baumannii ABUH504227	470
470.613	Acinetobacter baumannii ABUH504238	470
470.615	Acinetobacter baumannii ABUH518307	470
470.621	Acinetobacter baumannii ABUH524354	470
470.608	Acinetobacter baumannii ABUH60486	470
470.614	Acinetobacter baumannii ABUH80286	470
470.771	Acinetobacter baumannii AbH12O-A2	470
470.534	Acinetobacter baumannii BJ1	470
470.535	Acinetobacter baumannii BJ2	470
470.536	Acinetobacter baumannii BJ3	470
470.537	Acinetobacter baumannii BJ4	470
470.538	Acinetobacter baumannii BJ5	470
470.539	Acinetobacter baumannii BJ6	470
470.540	Acinetobacter baumannii BJ7	470
470.552	Acinetobacter baumannii BJ8	470
470.774	Acinetobacter baumannii IOMTU 433	470
470.557	Acinetobacter baumannii MAR002	470
470.567	Acinetobacter baumannii T122	470
470.568	Acinetobacter baumannii T173	470
470.562	Acinetobacter baumannii T185	470
470.563	Acinetobacter baumannii T188	470
470.569	Acinetobacter baumannii T214	470
470.564	Acinetobacter baumannii T229	470
470.533	Acinetobacter baumannii T25	470
470.565	Acinetobacter baumannii T258	470
470.566	Acinetobacter baumannii T271	470
470.561	Acinetobacter baumannii T7	470
470.560	Acinetobacter baumannii T87	470
470.664	Acinetobacter baumannii UH106_429	470
470.662	Acinetobacter baumannii UH106_440	470
470.659	Acinetobacter baumannii UH106_447	470
470.733	Acinetobacter baumannii UH126_102	470
470.731	Acinetobacter baumannii UH126_106	470
470.727	Acinetobacter baumannii UH126_137	470
470.679	Acinetobacter baumannii UH129_404	470
470.678	Acinetobacter baumannii UH129_408	470
470.677	Acinetobacter baumannii UH129_409	470
470.675	Acinetobacter baumannii UH129_415	470
470.722	Acinetobacter baumannii UH134_167	470
470.721	Acinetobacter baumannii UH134_168	470
470.718	Acinetobacter baumannii UH134_192	470
470.719	Acinetobacter baumannii UH149_188	470
470.716	Acinetobacter baumannii UH149_200	470
470.714	Acinetobacter baumannii UH149_222	470
470.626	Acinetobacter baumannii UH175_677	470
470.625	Acinetobacter baumannii UH175_679	470
470.723	Acinetobacter baumannii UH17_151	470
470.720	Acinetobacter baumannii UH17_182	470
470.715	Acinetobacter baumannii UH17_202	470
470.654	Acinetobacter baumannii UH17_465	470
470.758	Acinetobacter baumannii UH17_52	470
470.700	Acinetobacter baumannii UH184_295	470
470.696	Acinetobacter baumannii UH184_309	470
470.695	Acinetobacter baumannii UH184_310	470
470.690	Acinetobacter baumannii UH189_348	470
470.689	Acinetobacter baumannii UH189_349	470
470.688	Acinetobacter baumannii UH189_355	470
470.634	Acinetobacter baumannii UH195_560	470
470.632	Acinetobacter baumannii UH195_568	470
470.630	Acinetobacter baumannii UH195_573	470
470.663	Acinetobacter baumannii UH225_433	470
470.651	Acinetobacter baumannii UH225_472	470
470.642	Acinetobacter baumannii UH225_492	470
470.641	Acinetobacter baumannii UH225_493	470
470.743	Acinetobacter baumannii UH236_84	470
470.742	Acinetobacter baumannii UH236_85	470
470.741	Acinetobacter baumannii UH236_87	470
470.766	Acinetobacter baumannii UH243_14	470
470.759	Acinetobacter baumannii UH243_43	470
470.757	Acinetobacter baumannii UH243_54	470
470.756	Acinetobacter baumannii UH243_55	470
470.755	Acinetobacter baumannii UH243_56	470
470.754	Acinetobacter baumannii UH243_57	470
470.748	Acinetobacter baumannii UH243_66	470
470.747	Acinetobacter baumannii UH243_68	470
470.746	Acinetobacter baumannii UH243_73	470
470.744	Acinetobacter baumannii UH280_81	470
470.740	Acinetobacter baumannii UH280_92	470
470.739	Acinetobacter baumannii UH280_93	470
470.736	Acinetobacter baumannii UH280_99	470
470.685	Acinetobacter baumannii UH293_373	470
470.684	Acinetobacter baumannii UH293_377	470
470.676	Acinetobacter baumannii UH293_412	470
470.693	Acinetobacter baumannii UH299_338	470
470.692	Acinetobacter baumannii UH299_341	470
470.691	Acinetobacter baumannii UH299_342	470
470.735	Acinetobacter baumannii UH315_100	470
470.734	Acinetobacter baumannii UH315_101	470
470.761	Acinetobacter baumannii UH315_39	470
470.753	Acinetobacter baumannii UH315_58	470
470.660	Acinetobacter baumannii UH326_445	470
470.655	Acinetobacter baumannii UH326_461	470
470.640	Acinetobacter baumannii UH326_495	470
470.767	Acinetobacter baumannii UH348_13	470
470.765	Acinetobacter baumannii UH348_25	470
470.764	Acinetobacter baumannii UH348_27	470
470.638	Acinetobacter baumannii UH355_545	470
470.637	Acinetobacter baumannii UH355_546	470
470.631	Acinetobacter baumannii UH355_569	470
470.636	Acinetobacter baumannii UH367_548	470
470.635	Acinetobacter baumannii UH367_558	470
470.633	Acinetobacter baumannii UH367_565	470
470.708	Acinetobacter baumannii UH370_269	470
470.707	Acinetobacter baumannii UH370_270	470
470.697	Acinetobacter baumannii UH370_301	470
470.652	Acinetobacter baumannii UH381_467	470
470.649	Acinetobacter baumannii UH381_482	470
470.661	Acinetobacter baumannii UH384_444	470
470.658	Acinetobacter baumannii UH384_450	470
470.639	Acinetobacter baumannii UH392_536	470
470.628	Acinetobacter baumannii UH392_659	470
470.624	Acinetobacter baumannii UH392_684	470
470.732	Acinetobacter baumannii UH410_103	470
470.730	Acinetobacter baumannii UH410_108	470
470.729	Acinetobacter baumannii UH410_128	470
470.737	Acinetobacter baumannii UH410_96	470
470.648	Acinetobacter baumannii UH41_486	470
470.647	Acinetobacter baumannii UH41_487	470
470.646	Acinetobacter baumannii UH41_488	470
470.645	Acinetobacter baumannii UH41_489	470
470.644	Acinetobacter baumannii UH41_490	470
470.643	Acinetobacter baumannii UH41_491	470
470.656	Acinetobacter baumannii UH430_459	470
470.653	Acinetobacter baumannii UH430_466	470
470.650	Acinetobacter baumannii UH430_478	470
470.726	Acinetobacter baumannii UH437_147	470
470.725	Acinetobacter baumannii UH437_148	470
470.724	Acinetobacter baumannii UH437_149	470
470.762	Acinetobacter baumannii UH455_38	470
470.768	Acinetobacter baumannii UH455_6	470
470.752	Acinetobacter baumannii UH455_61	470
470.751	Acinetobacter baumannii UH455_62	470
470.717	Acinetobacter baumannii UH475_197	470
470.713	Acinetobacter baumannii UH475_239	470
470.728	Acinetobacter baumannii UH484_133	470
470.694	Acinetobacter baumannii UH484_311	470
470.738	Acinetobacter baumannii UH484_95	470
470.760	Acinetobacter baumannii UH487_41	470
470.750	Acinetobacter baumannii UH487_63	470
470.749	Acinetobacter baumannii UH487_64	470
470.745	Acinetobacter baumannii UH487_78	470
470.711	Acinetobacter baumannii UH507_247	470
470.710	Acinetobacter baumannii UH507_263	470
470.698	Acinetobacter baumannii UH507_300	470
470.702	Acinetobacter baumannii UH514_287	470
470.701	Acinetobacter baumannii UH514_288	470
470.683	Acinetobacter baumannii UH532_386	470
470.682	Acinetobacter baumannii UH532_387	470
470.680	Acinetobacter baumannii UH532_392	470
470.674	Acinetobacter baumannii UH535_418	470
470.673	Acinetobacter baumannii UH535_419	470
470.672	Acinetobacter baumannii UH535_423	470
470.629	Acinetobacter baumannii UH588_656	470
470.627	Acinetobacter baumannii UH588_663	470
470.712	Acinetobacter baumannii UH66_241	470
470.709	Acinetobacter baumannii UH66_268	470
470.706	Acinetobacter baumannii UH66_276	470
470.705	Acinetobacter baumannii UH71_277	470
470.704	Acinetobacter baumannii UH71_278	470
470.703	Acinetobacter baumannii UH71_279	470
470.699	Acinetobacter baumannii UH71_296	470
470.687	Acinetobacter baumannii UH81_364	470
470.686	Acinetobacter baumannii UH81_366	470
470.681	Acinetobacter baumannii UH81_389	470
470.657	Acinetobacter baumannii UH81_452	470
1120926.3	Acinetobacter gerneri DSM 14967 = CIP 107464	1120926
421052.3	Acinetobacter rudis CIP 110305	421052
1509403.3	Acinetobacter sp. HR7	1509403
1507807.3	Acinetobacter sp. MII	1507807
1217708.3	Acinetobacter sp. NIPH 2100	1217708
887324.3	Actinobacillus ureae ATCC 25976	887324
926549.3	Adhaeribacter aquaticus DSM 16391	926549
1384484.3	Adlercreutzia equolifaciens DSM 19450	1384484
1424334.3	Advenella kashmirensis W13003	1424334
746697.3	Aequorivita sublithincola DSM 14238	746697
1033730.3	Aeromicrobium sp. JC14	1033730
359.11	Agrobacterium rhizogenes CF262	359
359.12	Agrobacterium rhizogenes CF263	359
359.13	Agrobacterium rhizogenes OV677	359
1177154.3	Alcanivorax sp. 19-m-6	1177154
221126.4	Algibacter lectus JCM 19274	221126
221126.3	Algibacter lectus JCM 19300	221126
1120967.3	Algoriphagus terrigena DSM 22685	1120967
679935.3	Alistipes finegoldii DSM 17242	679935
1120974.3	Alistipes onderdonkii DSM 19147	1120974
445970.5	Alistipes putredinis DSM 17216	445970
1033732.3	Alistipes senegalensis JC50	1033732
717959.3	Alistipes shahii WAL 8301	717959
1499682.3	Alistipes sp. AL-1	1499682
1211813.3	Alistipes sp. AP11	1211813
908612.3	Alistipes sp. HGB5	908612
927658.4	Alkaliflexus imshenetskii DSM 15055	927658
293826.6	Alkaliphilus metalliredigens QYMF	293826
350688.5	Alkaliphilus oremlandii OhILAs	350688
1408422.3	Alkaliphilus transvaalensis ATCC 700919	1408422
883081.3	Alloiococcus otitis ATCC 51267	883081
572547.3	Aminobacterium colombiense DSM 12261	572547
562743.4	Amphibacillus jilinensis Y1	562743
1125971.3	Amycolatopsis orientalis DSM 40040 = KCTC 9412	1125971
1292037.4	Amycolatopsis vancoresmycina DSM 44592	1292037
272123.3	Anabaena cylindrica PCC 7122	272123
46234.3	Anabaena sp. 90	46234
240292.6	Anabaena variabilis ATCC 29413	240292
1120985.4	Anaeroarcus burkinensis DSM 6283	1120985
1118056.3	Anaerococcus obesiensis ph10	1118056
445971.6	Anaerofustis stercorihominis DSM 17244	445971
385682.4	Anaerophaga sp. HS1	385682
886379.4	Anaerophaga thermohalophila DSM 12881	886379
1347392.3	Anaerosalibacter sp. ND1	1347392
411490.6	Anaerostipes caccae DSM 14662	411490
445972.6	Anaerotruncus colihominis DSM 17241	445972
1235835.3	Anaerotruncus sp. G3(2012)	1235835
1120998.3	Anaerovorax odorimutans DSM 5092	1120998
1048983.3	Anditalea andensis	1048983
649747.3	Aneurinibacillus aneurinilyticus ATCC 12856	649747
1121006.3	Aquimarina latercula DSM 2041	1121006
1443665.3	Aquimarina macrocephali JAMB N27	1443665
1121007.3	Aquimarina muelleri DSM 19832	1121007
1317122.7	Aquimarina sp. 22II-S11-z7	1317122
1296415.3	Aquimarina sp. SW150	1296415
1036172.3	Arcobacter butzleri 7h1h	1036172
1442598.4	Arcobacter cibarius LMG 21996	1442598
1355368.3	Arcobacter sp. AF1028	1355368
1355376.3	Arcobacter sp. AF1581	1355376
1150600.3	Arcticibacter svalbardensis MN12-7	1150600
1247024.4	Arsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens	1247024
1312959.3	Arthrobacter sp. H14	1312959
1313421.4	Aureispira sp. CCB-QB1	1313421
1236973.3	Bacillus akibai JCM 9157	1236973
1218173.3	Bacillus alcalophilus ATCC 27647	1218173
882455.3	Bacillus atrophaeus BACI051-E	882455
1455.5	Bacillus badius MTCC 1458	1455
1455.4	Bacillus badius MTCC 30822	1455
1053203.3	Bacillus cereus HuA2-4	1053203
526986.3	Bacillus cereus Rock3-44	526986
1121087.3	Bacillus chagannorensis DSM 18086	1121087
265729.28	Bacillus cibi	265729
265729.29	Bacillus cibi	265729
79880.5	Bacillus clausii	79880
1245026.4	Bacillus coagulans XZL9	1245026
1444310.4	Bacillus flexus T6186-2	1444310
574375.6	Bacillus gaemokensis	574375
1121091.3	Bacillus gelatini DSM 15865	1121091
935938.3	Bacillus ginsengihumi J57	935938
272558.8	Bacillus halodurans C-125	272558
1236971.3	Bacillus hemicellulosilyticus JCM 9152	1236971
1121092.3	Bacillus kribbensis DSM 17871	1121092
1368424.3	Bacillus licheniformis CG-B52	1368424
574376.4	Bacillus manliponensis	574376
1236954.3	Bacillus mannanilyticus JCM 10596	1236954
1034347.3	Bacillus massiliosenegalensis JC6	1034347
545693.3	Bacillus megaterium QM B1551	545693
1202533.3	Bacillus nealsonii AAU1	1202533
86668.4	Bacillus niacini DSM 2923	86668
86668.3	Bacillus niacini F8	86668
1196031.3	Bacillus oceanisediminis 2691	1196031
1121093.3	Bacillus panaciterrae DSM 19096	1121093
1408.42	Bacillus pumilus B4107	1408
1408.43	Bacillus pumilus B4127	1408
1408.44	Bacillus pumilus B4129	1408
1408.45	Bacillus pumilus B4133	1408
1408.46	Bacillus pumilus B4134	1408
1321606.5	Bacillus selenatarsenatis SF-1	1321606
1403313.3	Bacillus simplex BA2H3	1403313
1274524.3	Bacillus sonorensis L12	1274524
1131816.3	Bacillus sp. 72	1131816
1151121.3	Bacillus sp. 95MFCvi2.1	1151121
1211814.3	Bacillus sp. AP8	1211814
1347086.3	Bacillus sp. EB01	1347086
1347368.3	Bacillus sp. FF3	1347368
1208599.3	Bacillus sp. FJAT-14515	1208599
1243664.3	Bacillus sp. G2(2012b)	1243664
1397276.3	Bacillus sp. H1a	1397276
935836.3	Bacillus sp. J33	935836
935837.3	Bacillus sp. J37	935837
1408303.3	Bacillus sp. MB2021	1408303
1499680.3	Bacillus sp. MT2	1499680
1071072.3	Bacillus sp. NSP2.1	1071072
1446792.3	Bacillus sp. Pc3	1446792
1590026.3	Bacillus sp. REN51N	1590026
161544.4	Bacillus sp. SG-1	161544
1423321.9	Bacillus sp. SJS	1423321
1450694.3	Bacillus sp. TS-2	1450694
1340434.3	Bacillus sp. UNC438CL73TsuS30	1340434
1423.136	Bacillus subtilis ATCC 13952	1423
1423.137	Bacillus subtilis ATCC 19217	1423
1423.135	Bacillus subtilis B-1	1423
1423.126	Bacillus subtilis B4068	1423
1423.127	Bacillus subtilis B4069	1423
1423.128	Bacillus subtilis B4070	1423
1423.129	Bacillus subtilis B4071	1423
1423.130	Bacillus subtilis B4072	1423
1423.131	Bacillus subtilis B4073	1423
1423.134	Bacillus subtilis B4143	1423
1423.132	Bacillus subtilis B4145	1423
1423.133	Bacillus subtilis B4146	1423
1423.138	Bacillus subtilis Bs-916	1423
1423.140	Bacillus subtilis PS832	1423
1423.139	Bacillus subtilis SG6	1423
1232203.4	Bacillus thuringiensis serovar aizawai str. Leapi01	1232203
218284.3	Bacillus vietnamensis	218284
1131730.3	Bacillus vireti LMG 21834	1131730
1236970.3	Bacillus wakoensis JCM 9140	1236970
1353529.3	Bacteriovorax sp. BSW11_IV	1353529
1201288.3	Bacteriovorax sp. Seq25_V	1201288
1118061.3	Bacteroidales bacterium ph8	1118061
1235814.4	Bacteroides acidifaciens JCM 10556	1235814
1236490.3	Bacteroides barnesiae JCM 13652	1236490
411901.7	Bacteroides caccae ATCC 43185	411901
997873.3	Bacteroides caccae CL03T12C61	997873
537012.5	Bacteroides cellulosilyticus DSM 14838	537012
1268240.3	Bacteroides cellulosilyticus WH2	1268240
762984.3	Bacteroides clarus YIT 12056	762984
470145.6	Bacteroides coprocola DSM 17136	470145
547042.5	Bacteroides coprophilus DSM 18228 = JCM 13818	547042
679937.3	Bacteroides coprosuis DSM 18011	679937
997876.3	Bacteroides dorei CL02T12C06	997876
997877.3	Bacteroides dorei CL03T12C01	997877
483217.6	Bacteroides dorei DSM 17855	483217
483216.6	Bacteroides eggerthii DSM 20697	483216
1236513.3	Bacteroides faecichinchillae JCM 17102	1236513
1077285.3	Bacteroides faecis MAJ27	1077285
997888.3	Bacteroides finegoldii CL09T03C10	997888
483215.6	Bacteroides finegoldii DSM 17565	483215
763034.3	Bacteroides fluxus YIT 12057	763034
457424.5	Bacteroides fragilis 3_1_12	457424
862962.3	Bacteroides fragilis 638R	862962
997879.3	Bacteroides fragilis CL03T12C07	997879
997883.3	Bacteroides fragilis CL07T12C05	997883
1073386.3	Bacteroides fragilis HMW 610	1073386
272559.17	Bacteroides fragilis NCTC 9343	272559
1339295.3	Bacteroides fragilis str. 1007-1-F #10	1339295
1339280.3	Bacteroides fragilis str. 2-F-2# 4	1339280
1339281.3	Bacteroides fragilis str. 2-F-2# 5	1339281
1339279.3	Bacteroides fragilis str. 20793-3	1339279
1339335.3	Bacteroides fragilis str. 3-F-2 #6	1339335
1339284.3	Bacteroides fragilis str. 3397 T10	1339284
1339286.3	Bacteroides fragilis str. 3725 D9 ii	1339286
1339298.3	Bacteroides fragilis str. 3725 D9(v)	1339298
1339310.3	Bacteroides fragilis str. 3783N1-6	1339310
1339314.3	Bacteroides fragilis str. 3976T8	1339314
1339302.3	Bacteroides fragilis str. 3986T(B)10	1339302
1339283.3	Bacteroides fragilis str. 3996 N(B) 6	1339283
1339285.3	Bacteroides fragilis str. 3998B T(B) 4	1339285
1339273.3	Bacteroides fragilis str. B1 (UDC16-1)	1339273
1339271.3	Bacteroides fragilis str. J-143-4	1339271
1339272.3	Bacteroides fragilis str. J-38-1	1339272
1339290.3	Bacteroides fragilis str. S13 L11	1339290
1339329.3	Bacteroides fragilis str. S23L17	1339329
1339330.3	Bacteroides fragilis str. S23L24	1339330
1339326.3	Bacteroides fragilis str. S36L5	1339326
1121096.3	Bacteroides gallinarum DSM 18171	1121096
693979.3	Bacteroides helcogenes P 36-108	693979
471870.8	Bacteroides intestinalis DSM 17393	471870
1121098.7	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	1121098
1121098.4	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA199226]	1121098
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	1121098
1235788.3	Bacteroides massiliensis dnLKV3	1235788
997884.3	Bacteroides nordii CL02T12C05	997884
742727.4	Bacteroides oleiciplenus YIT 12058	742727
665954.3	Bacteroides ovatus 3_8_47FAA	665954
411476.11	Bacteroides ovatus ATCC 8483	411476
997885.3	Bacteroides ovatus CL02T12C04	997885
997886.3	Bacteroides ovatus CL03T12C18	997886
702443.3	Bacteroides ovatus SD CMC 3f	702443
1236498.4	Bacteroides paurosaccharolyticus JCM 15092	1236498
484018.6	Bacteroides plebeius DSM 17135	484018
1121100.7	Bacteroides pyogenes DSM 20611	1121100
1445607.3	Bacteroides reticulotermitis JCM 10512	1445607
1236512.3	Bacteroides rodentium JCM 16496	1236512
667015.3	Bacteroides salanitronis DSM 18170	667015
997887.3	Bacteroides salyersiae CL02T12C01	997887
1121101.3	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	1121101
1236515.3	Bacteroides sartorii JCM 17136 = DSM 21941	1236515
1163670.3	Bacteroides sp. 14(A)	1163670
469585.3	Bacteroides sp. 1_1_14	469585
457387.3	Bacteroides sp. 1_1_30	457387
469586.3	Bacteroides sp. 1_1_6	469586
469591.4	Bacteroides sp. 20_3	469591
469588.3	Bacteroides sp. 2_1_22	469588
469589.3	Bacteroides sp. 2_1_33B	469589
665938.3	Bacteroides sp. 2_1_56FAA	665938
457388.5	Bacteroides sp. 2_1_7	457388
469590.5	Bacteroides sp. 2_2_4	469590
469592.4	Bacteroides sp. 3_1_19	469592
457390.3	Bacteroides sp. 3_1_23	457390
457391.3	Bacteroides sp. 3_1_33FAA	457391
469593.3	Bacteroides sp. 3_1_40A	469593
457393.3	Bacteroides sp. 4_1_36	457393
457394.3	Bacteroides sp. 4_3_47FAA	457394
457395.6	Bacteroides sp. 9_1_42FAA	457395
1203465.3	Bacteroides sp. AP1	1203465
556259.3	Bacteroides sp. D2	556259
585543.3	Bacteroides sp. D20	585543
585544.3	Bacteroides sp. D22	585544
1078089.3	Bacteroides sp. HPS0048	1078089
1236514.3	Bacteroides stercorirosoris JCM 17103	1236514
449673.7	Bacteroides stercoris ATCC 43183	449673
1073351.3	Bacteroides stercoris CC31F	1073351
226186.12	Bacteroides thetaiotaomicron VPI-5482	226186
1235785.3	Bacteroides thetaiotaomicron dnLKV9	1235785
411479.10	Bacteroides uniformis ATCC 8492	411479
997890.3	Bacteroides uniformis CL03T12C37	997890
1235787.3	Bacteroides uniformis dnLKV2	1235787
1339348.3	Bacteroides uniformis str. 3978 T3 i	1339348
997891.3	Bacteroides vulgatus CL09T03C04	997891
702446.3	Bacteroides vulgatus PC510	702446
1235786.3	Bacteroides vulgatus dnLKV7	1235786
1339351.3	Bacteroides vulgatus str. 3775 SR(B) 19	1339351
997892.3	Bacteroides xylanisolvens CL03T12C04	997892
702447.3	Bacteroides xylanisolvens SD CC 1b	702447
702444.9	Bacteroides xylanisolvens SD CC 2a	702444
702444.3	Bacteroides xylanisolvens SD CC 2a [PRJNA42771]	702444
657309.4	Bacteroides xylanisolvens XB1A	657309
742726.3	Barnesiella intestinihominis YIT 11860	742726
422289.4	Beggiatoa sp. PS	422289
547043.6	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200	547043
547043.16	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	547043
1280701.3	Bifidobacterium pseudolongum AGR2145	1280701
1447715.5	Bifidobacterium pseudolongum PV8-2	1447715
1410605.3	Bifidobacterium pseudolongum subsp. globosum DSM 20092	1410605
1437595.3	Bifidobacterium pseudolongum subsp. pseudolongum DSM 20099	1437595
1408428.3	Bilophila wadsworthia ATCC 49260	1408428
537007.6	Blautia hansenii DSM 20583	537007
1121114.4	Blautia producta ATCC 27340	1121114
1121114.7	Blautia producta ATCC 27340	1121114
33035.4	Blautia producta ER3	33035
1410649.3	Blautia schinkii DSM 10518	1410649
1226324.3	Blautia sp. KLE 1732	1226324
1280691.4	Blautia wexlerae AGR2146	1280691
1121115.4	Blautia wexlerae DSM 19850	1121115
1289135.4	Brachyspira hampsonii 30446	1289135
565034.3	Brachyspira hyodysenteriae WA1	565034
1045858.4	Brachyspira intermedia PWS/A	1045858
1161918.5	Brachyspira pilosicoli WesB	1161918
1444309.3	Brevibacillus borstelensis 3096-7	1444309
358681.3	Brevibacillus brevis NBRC 100599	358681
1121121.3	Brevibacillus laterosporus DSM 25	1121121
1118054.3	Brevibacillus sp. phR	1118054
1210453.3	Brucella suis S2-30	1210453
1203606.4	Butyricicoccus pullicaecorum 1.2	1203606
1121129.3	Butyricimonas synergistica DSM 23225	1121129
1121130.3	Butyricimonas virosa DSM 23226	1121130
511680.4	Butyrivibrio crossotus DSM 2876	511680
1280697.3	Butyrivibrio fibrisolvens AB2020	1280697
1280699.3	Butyrivibrio fibrisolvens WTE3004	1280699
515622.3	Butyrivibrio proteoclasticus B316	515622
1408431.3	Butyrivibrio proteoclasticus FD2007	1408431
1280672.3	Butyrivibrio sp. AC2005	1280672
1496722.3	Butyrivibrio sp. AE2005	1496722
1280663.3	Butyrivibrio sp. AE2015	1280663
1458463.3	Butyrivibrio sp. AE2032	1458463
1496721.3	Butyrivibrio sp. AE3003	1496721
1506994.3	Butyrivibrio sp. AE3004	1506994
1280666.3	Butyrivibrio sp. AE3009	1280666
1280671.3	Butyrivibrio sp. FC2001	1280671
1408304.3	Butyrivibrio sp. FCS014	1408304
1408305.3	Butyrivibrio sp. LB2008	1408305
1280678.3	Butyrivibrio sp. MB2005	1280678
1280686.3	Butyrivibrio sp. MC2013	1280686
1408306.3	Butyrivibrio sp. MC2021	1408306
1410610.3	Butyrivibrio sp. NC2002	1410610
1280685.3	Butyrivibrio sp. NC3005	1280685
1280667.3	Butyrivibrio sp. VCB2001	1280667
1280679.3	Butyrivibrio sp. VCB2006	1280679
1280664.3	Butyrivibrio sp. VCD2006	1280664
1280681.3	Butyrivibrio sp. WCD2001	1280681
1410611.3	Butyrivibrio sp. WCE2006	1410611
632292.3	Caldicellulosiruptor hydrothermalis 108	632292
632335.8	Caldicellulosiruptor kristjanssonii 177R1B	632335
857293.11	Caloramator australicus RC3	857293
32057.3	Calothrix sp. PCC 7103	32057
99598.3	Calothrix sp. PCC 7507	99598
1121267.3	Campylobacter cuniculorum DSM 23162	1121267
360107.7	Campylobacter hominis ATCC BAA-381	360107
889251.3	Campylobacter jejuni subsp. jejuni 2008-894	889251
683083.3	Campylobacter jejuni subsp. jejuni 414	683083
645464.3	Campylobacter jejuni subsp. jejuni M1	645464
1388750.3	Campylobacter lari CCUG 22395	1388750
306263.5	Campylobacter lari RM2100	306263
827.3	Campylobacter ureolyticus	827
1508644.3	Candidatus Arthromitus sp. SFB-mouse-NL	1508644
244581.5	Candidatus Caedibacter acanthamoebae	244581
1211817.3	Candidatus Clostridium anorexicamassiliense AP5	1211817
1429438.4	Candidatus Entotheonella sp. TSY1	1429438
1429439.4	Candidatus Entotheonella sp. TSY2	1429439
